"Periodestart_noDM","Periodeende_noDM","FuenfjahresPeriode_noDM","DatenstandCd","QuarSort","QuarCd","QuarLang","KreisSort","KreisCd","KreisLang","AnzZimmerLevel2Sort_noDM","AnzZimmerLevel2Cd_noDM","AnzZimmerLevel2Lang_noDM","EigentuemerSSZPubl1Sort","EigentuemerSSZPubl1Cd","EigentuemerSSZPubl1Lang","MietwohnungSort","MietwohnungCd","MietwohnungLang","HHtypPubl1Sort_noDM","HHtypPubl1Cd_noDM","HHtypPubl1Lang_noDM","AnzWhgStat","Wohnflaeche","AnzBestWir","AnzRentner","AnzKinder"
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",1,"1","1 Person im Erwerbsalter",11,1133,11,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",26,2625,52,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",9,947,27,0,9
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",2,220,6,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",1,"1","1 Person im Erwerbsalter",27,2850,27,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",2,"2","2 Personen im Erwerbsalter",24,2566,48,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",4,"4","2 Personen, davon mindestens eine im Rentenalter",2,210,4,2,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",5,"5","2 Erwachsene mit 1 Kind",5,539,15,0,5
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",6,"6","2 Erwachsene mit 2 Kindern",3,354,12,0,6
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",7,"7","2 Erwachsene mit 3+ Kindern",2,216,10,0,6
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",8,"8","1 Erwachsener mit Kind",2,205,4,0,2
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",9,"9","Andere Haushalte (3+ Erwachsene)",3,337,9,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",5,622,5,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",15,1670,30,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",13,1516,39,0,13
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",12,1305,48,0,24
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",1,114,5,0,3
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",26,3130,81,1,1
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",9,1152,18,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",1,139,2,1,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",5,677,15,0,5
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",5,627,16,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",1,"1","1 Person im Erwerbsalter",2,256,2,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",2,"2","2 Personen im Erwerbsalter",13,1710,26,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",4,"4","2 Personen, davon mindestens eine im Rentenalter",2,252,4,4,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",5,"5","2 Erwachsene mit 1 Kind",8,1047,24,0,8
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",6,"6","2 Erwachsene mit 2 Kindern",11,1436,44,0,22
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",9,"9","Andere Haushalte (3+ Erwachsene)",4,513,16,1,3
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",1,120,2,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",2,256,6,0,2
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",8,1110,33,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",3,456,6,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",1,170,5,0,3
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",5,759,19,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",1,"1","1 Person im Erwerbsalter",1,146,1,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",2,"2","2 Personen im Erwerbsalter",2,296,4,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",6,"6","2 Erwachsene mit 2 Kindern",2,301,8,0,4
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",5,"5","5-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",8,"8","1 Erwachsener mit Kind",1,150,2,0,1
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",6,"6","6-Zimmer und mehr",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",1,141,2,0,0
2015,2019,"2015–2019","D",52,"052","Escher Wyss",5,"5","Kreis 5",6,"6","6-Zimmer und mehr",3,"3","Übrige private Gesellschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",2,289,10,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","1-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",4,235,4,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","1-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",1,69,2,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","1-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",3,"3","1 Person im Rentenalter",3,155,3,3,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","1-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",2,147,2,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","1-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",3,133,3,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","1-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",1,"1","1 Person im Erwerbsalter",1,70,1,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","1-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",6,"6","2 Erwachsene mit 2 Kindern",1,135,4,0,2
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",1,"1","1 Person im Erwerbsalter",11,699,11,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",4,252,8,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",3,"3","1 Person im Rentenalter",8,505,8,8,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",3,204,6,5,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",1,67,3,0,1
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",8,"8","1 Erwachsener mit Kind",1,65,2,0,1
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",42,2859,42,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",8,583,16,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",3,"3","1 Person im Rentenalter",29,1904,29,29,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",14,920,28,23,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",2,138,6,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",16,1024,16,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",4,275,8,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",3,"3","1 Person im Rentenalter",3,189,3,3,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",16,1046,16,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",7,488,14,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",1,"1","1 Person im Erwerbsalter",4,339,4,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",2,199,4,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",3,"3","1 Person im Rentenalter",1,63,1,1,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",1,"1","1 Person im Erwerbsalter",3,285,3,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",2,"2","2 Personen im Erwerbsalter",4,388,8,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",3,"3","1 Person im Rentenalter",2,180,2,2,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",4,"4","2 Personen, davon mindestens eine im Rentenalter",2,161,4,4,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","2-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",9,"9","Andere Haushalte (3+ Erwachsene)",1,98,3,2,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",1,"1","1 Person im Erwerbsalter",1,84,1,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",3,235,6,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",1,83,2,1,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",7,567,21,0,7
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",5,433,20,0,10
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",8,"8","1 Erwachsener mit Kind",15,1289,33,0,18
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",3,264,3,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",50,4385,100,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",3,"3","1 Person im Rentenalter",3,262,3,3,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",24,2092,48,40,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",10,888,30,0,10
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",4,357,16,0,8
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",2,177,10,0,6
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",8,"8","1 Erwachsener mit Kind",7,604,15,0,8
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",10,900,32,2,1
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",4,309,4,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",10,808,20,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",7,615,21,0,7
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",2,175,8,0,4
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",4,"4","Natürliche Personen",1,"J","Ja",1,"1","1 Person im Erwerbsalter",1,77,1,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",1,"1","1 Person im Erwerbsalter",2,244,2,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",8,952,16,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",2,284,6,0,2
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",3,346,12,0,6
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",8,"8","1 Erwachsener mit Kind",1,125,3,0,2
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",1,"1","1 Person im Erwerbsalter",11,1326,11,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",2,"2","2 Personen im Erwerbsalter",13,1648,26,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",4,"4","2 Personen, davon mindestens eine im Rentenalter",7,856,14,12,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",5,"5","2 Erwachsene mit 1 Kind",6,747,18,1,6
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",6,"6","2 Erwachsene mit 2 Kindern",7,825,28,0,14
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","3-Zimmer",5,"5","Im Stockwerkeigentum",2,"N","Nein",9,"9","Andere Haushalte (3+ Erwachsene)",4,485,17,1,4
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",5,506,15,0,5
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",23,2327,92,0,46
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",4,405,21,0,13
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",8,"8","1 Erwachsener mit Kind",9,900,29,0,20
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",1,"1","Öffentliche Hand",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",9,896,36,0,7
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",4,417,4,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",5,508,10,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",1,120,2,1,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",20,2068,60,0,20
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",69,7383,276,0,138
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",10,1120,50,0,30
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",8,"8","1 Erwachsener mit Kind",9,935,23,0,14
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",2,"2","Wohnbaugenossenschaften",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",19,2052,76,4,8
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",1,"1","1 Person im Erwerbsalter",1,124,1,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",3,314,9,0,3
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",6,"6","2 Erwachsene mit 2 Kindern",2,234,8,0,4
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",3,"3","Übrige private Gesellschaften",1,"J","Ja",7,"7","2 Erwachsene mit 3+ Kindern",1,124,5,0,3
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",2,"2","2 Personen im Erwerbsalter",1,138,2,0,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",4,"4","2 Personen, davon mindestens eine im Rentenalter",1,136,2,2,0
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",5,"5","2 Erwachsene mit 1 Kind",3,401,9,0,3
2015,2019,"2015–2019","D",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","4-Zimmer",5,"5","Im Stockwerkeigentum",1,"J","Ja",9,"9","Andere Haushalte (3+ Erwachsene)",2,266,9,2,0
